State,District,A.1-total,A.1-rural,A.1-urban,A.2-total,A.2-rural,A.2-urban,A.3-total,A.3-rural,A.3-urban,A.4-total,A.4-rural,A.4-urban,A.5-total,A.5-rural,A.5-urban,A.6-total,A.6-rural,A.6-urban,A.7-total,A.7-rural,A.7-urban,A.8-total,A.8-rural,A.8-urban,A.9-total,A.9-rural,A.9-urban,A.10-total,A.10-rural,A.10-urban,A.11-total,A.11-rural,A.11-urban,A.12-total,A.12-rural,A.12-urban,A.13-total,A.13-rural,A.13-urban,A.14-total,A.14-rural,A.14-urban,A.15-total,A.15-rural,A.15-urban,A.16-total,A.16-rural,A.16-urban,A.17-total,A.17-rural,A.17-urban,A.18-total,A.18-rural,A.18-urban,A.19-total,A.19-rural,A.19-urban,A.20-total,A.20-rural,A.20-urban,A.21-total,A.21-rural,A.21-urban,A.22-total,A.22-nan,A.23-total,A.23-nan,A.24-total,A.24-nan,A.25-total,A.25-nan,B.1-total,B.1-male,B.1-female,B.2-primary,B.2-upper,B.3-primary,B.3-upper,B.4-primary,B.4-upper,B.5-primary,B.5-upper,B.6-primary,B.6-upper,B.7-primary,B.7-upper,B.8-primary,B.8-upper,B.9-primary,B.9-upper,B.10-primary,B.10-upper,B.11-primary,B.11-upper,B.12-primary,B.12-upper,B.13-primary,B.13-upper,C.1-total,C.1-rural,C.1-urban,C.2-total,C.2-rural,C.2-urban,C.3-ptotal,C.3-ntotal,C.3-prural,C.3-nrural,C.3-purban,C.3-nurban,C.4-ptotal,C.4-ntotal,C.4-prural,C.4-nrural,C.4-purban,C.4-nurban,C.5-ptotal,C.5-ntotal,C.5-prural,C.5-nrural,C.5-purban,C.5-nurban,D.1-total,D.1-rural,D.1-urban,D.2-total,D.2-rural,D.2-urban,D.3-ptotal,D.3-ntotal,D.3-prural,D.3-nrural,D.3-purban,D.3-nurban,D.4-ptotal,D.4-ntotal,D.4-prural,D.4-nrural,D.4-purban,D.4-nurban,D.5-ptotal,D.5-ntotal,D.5-prural,D.5-nrural,D.5-purban,D.5-nurban,E.1-total,E.1-rural,E.1-urban,E.2-total,E.2-rural,E.2-urban,E.3-total,E.3-rural,E.3-urban
Madhya Pradesh.xlsx,12.Chhindwara,964,967,956,Not available,Not available,Not available,Not available,Not available,Not available,68.9,68.8,69.3,67.8,67.8,67.9,23.1,24.2,20.1,81.8,79.5,88.5,34,34.5,31.5,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.9,21.5,22.7,25.9,25.4,27.1,3.5,4.3,1.7,6.3,6.9,4.8,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.16,79.04,63.01,104.4,104.5,86.4,74.7,2.8,1.2,24,44,17,27,49.7,51.8,37.1,32,4.4,29.9,95.6,93.9,95.1,96.3,97.9,98.3,8,18.1,Not available,Not available,Not available,438389,330846,107543,78.66871659644745,344875,74.30949747012205,245850,92.0794472908511,99025,0.15328851773196864,672,0.17802844828107336,589,0.07717843095320011,83,0.2351792586036602,1031,0.25026749605556664,828,0.18876170462047737,203,Not available,Not available,Not available,438389,330846,107543,23.291642810380736,102108,14.439648658288146,47773,50.52397645592925,54335,12.371888893197594,54237,5.069730327705337,16773,34.836298038923964,37464,6.89524600297909,30228,6.098003300629296,20175,9.347888751476154,10053,2.91,2.73,3.47,28.08,20.7,50.77,0.82,0.24,2.61
Madhya Pradesh.xlsx,13.Damoh,910,911,907,Not available,Not available,Not available,Not available,Not available,Not available,84.5,87.2,74.8,72.8,76.4,59.7,9.9,6.2,23.4,57.6,53.1,76.3,50.1,48.7,61.3,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.5,20.1,22,23.3,22.6,25.6,10.8,12,6.4,17.3,20,8,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,69.73,79.27,59.22,114.1,98.5,95,72.6,3.8,8.45,30,48,24,32,48.7,52,29.6,29.8,5.8,33.3,92.9,71.8,91.1,91.3,93.7,93.3,7.6,15.7,Not available,Not available,Not available,301115,250346,50769,62.34528336349899,187731,56.96915468990916,142620,88.85540388819949,45111,0.1441309798581937,434,0.148993792591054,373,0.12015206129724833,61,0.14180628663467446,427,0.14020595495833765,351,0.14969765014083397,76,Not available,Not available,Not available,301115,250346,50769,12.020656559786127,36196,6.939995046855152,17374,37.07380488093128,18822,3.1562691994752834,9504,0.732186653671319,1833,15.109614134609703,7671,1.0703551799146507,3223,0.7469661987808873,1870,2.665012113691426,1353,1.75,1.35,3.74,31.72,27.11,54.44,0.48,0.21,1.79
Madhya Pradesh.xlsx,14.Datia,873,867,892,Not available,Not available,Not available,Not available,Not available,Not available,65.5,67.2,61.5,59.9,61.9,55.4,23.4,20.6,29.5,83.9,83.7,84.3,41.5,33.8,63.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21,20.4,22.3,23.5,22.8,25,6.6,9,1.5,21.1,26.5,9.7,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,72.63,84.2,59.41,123.1,111.7,100,84.9,3.8,4.9,29,43,22,28,48.2,51.9,29.7,30.4,2.9,17.4,97.4,87.8,98.4,89,98.7,97.1,14.3,22.3,Not available,Not available,Not available,159536,126467,33069,61.237589008123564,97696,53.81087556437648,68053,89.6398439626236,29643,0.11784174104904221,188,0.13521313860532785,171,0.051407662765732255,17,0.25887573964497046,413,0.1834470652423162,232,0.547340409446914,181,Not available,Not available,Not available,159536,126467,33069,21.08489619897703,33638,11.328646998821828,14327,58.39608092170915,19311,8.429445391635744,13448,1.2082203262511169,1528,36.04584353926638,11920,1.6297262059973925,2600,0.8919322827298822,1128,4.451298799479876,1472,1.79,1.62,2.43,52.63,48.68,67.75,0.39,0.15,1.28
Madhya Pradesh.xlsx,15.Dewas,942,945,934,Not available,Not available,Not available,Not available,Not available,Not available,63.4,62.7,64.8,62.2,61.6,63.4,18.1,18.1,18,91.2,88.7,96.4,47.4,46.4,54.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.5,20,21.5,22.9,22.1,24.5,8.6,11.7,2.7,22.2,29.3,9.7,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,69.35,80.3,57.76,104.9,87,83.8,62.4,14.6,6.74,24,30,19,24,52.3,55.7,30.2,28.8,9.5,39.5,100,100,97.8,100,96,95.5,14.4,23.2,Not available,Not available,Not available,304742,220809,83933,88.74949957669111,270457,85.60656494979824,189027,97.01785948315919,81430,0.11747642267885622,358,0.12907082591742186,285,0.0869741341307948,73,0.20509152003990258,625,0.19836147983098518,438,0.22279675455422776,187,Not available,Not available,Not available,304742,220809,83933,22.9656561944202,69986,14.352675842017309,31692,45.62448619732405,38294,8.846171515577112,26958,1.7209443455656246,3800,27.59105476987597,23158,2.3672483609085715,7214,1.6815437776539905,3713,4.171184158793323,3501,2.7,2.09,4.32,49.11,43.8,63.08,1.15,0.25,3.54
Madhya Pradesh.xlsx,16.Dhar,964,980,899,Not available,Not available,Not available,Not available,Not available,Not available,64.5,62.6,72,61.7,60.5,66.5,16.8,16.5,18.2,85.7,83.6,93.8,42.6,41.9,50,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.7,20.3,22.4,22.8,22.2,25.1,11.1,13,2.9,28.4,34.4,4.5,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,59,68.95,48.77,107.1,79.5,85.6,58.4,10.5,7.56,29,35,24,31,49.9,53,28.9,26,4.2,34.5,91.3,62.6,82.3,82.9,97.5,97.5,10.2,17.1,Not available,Not available,Not available,419813,339844,79969,83.28446236776851,349639,80.43337531337909,273348,95.40071777813904,76291,0.20818793129321864,874,0.15448264497828415,525,0.43641911240605735,349,0.30727966975772547,1290,0.3251491860971505,1105,0.23133964411209343,185,Not available,Not available,Not available,419813,339844,79969,21.303532763397037,89435,13.512964772071893,45923,54.41108429516438,43512,12.617522563617612,52970,5.390708678099363,18320,43.32929009991371,34650,4.3714701545688195,18352,4.6188839585221455,15697,3.3200365141492325,2655,1.69,1.41,2.86,39.61,33.1,67.25,0.57,0.24,1.98
Madhya Pradesh.xlsx,17.Dindori,1002,1004,956,Not available,Not available,Not available,Not available,Not available,Not available,59.6,59.4,Not available,59,58.8,Not available,25.3,25,Not available,49.8,49.3,Not available,29.8,29.6,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.6,20.6,Not available,23,22.9,Not available,8.3,8.6,Not available,20.7,21.2,Not available,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,63.9,75.47,52.41,113.1,98.5,97.9,72.2,4.8,2.55,28,34,20,27,49.3,51.9,29,25.3,5.1,40.9,95.1,90.2,94.3,92.3,88.8,83.1,8.5,13,Not available,Not available,Not available,168999,161808,7191,36.90672725874117,62372,34.80792049836844,56322,84.13294395772493,6050,2.1006041455866606,3550,2.1822159596558888,3531,0.26421916284244196,19,0.08994136059976687,152,0.09332047859191141,151,0.013906271728549574,1,Not available,Not available,Not available,168999,161808,7191,5.946780750181953,10050,4.148126174231188,6712,46.419135029898484,3338,2.369244788430701,4004,1.0685503806981114,1729,31.636768182450286,2275,0.6757436434535116,1142,0.2515326807079996,407,10.221109720483938,735,1.04,0.97,2.56,13.47,11.5,57.81,0.33,0.24,2.21
Madhya Pradesh.xlsx,18.Guna,912,911,915,Not available,Not available,Not available,Not available,Not available,Not available,60.7,60.1,62.5,55.7,54.2,59.7,24.2,24.1,24.4,93,93.4,91.6,40.5,41.7,36.8,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.5,19.7,22.4,22.1,21,24.6,16.2,21.2,3.7,36.5,48,9.6,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,63.23,74.05,51.36,132,103.1,100,73.3,3.9,13.84,32,51,28,35,50.3,52.7,27.4,26.7,7.9,35.2,98.6,97.2,98.7,97.2,95.2,93.3,6.3,11.3,Not available,Not available,Not available,241433,183767,57666,59.746596364208706,144248,51.11418263344344,93931,87.25592203378073,50317,0.21330969668603714,515,0.24596363873818478,452,0.10924981791697014,63,0.282894219100123,683,0.20623942274728327,379,0.527173724551729,304,Not available,Not available,Not available,241433,183767,57666,20.962751570829173,50611,9.045149564394043,16622,58.94114382825235,33989,11.413932643839079,27557,1.4278951063030902,2624,43.23691603371137,24933,1.341573024400144,3239,0.7438767569803065,1367,3.246280303818541,1872,1.79,1.28,3.42,45.92,41.29,60.67,1.03,0.13,3.9
Madhya Pradesh.xlsx,19.Gwalior,864,852,871,Not available,Not available,Not available,Not available,Not available,Not available,61.1,64.6,59.7,56.3,58.7,55.3,18.7,19,18.6,92.9,92.8,92.9,48.2,42.1,51.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.2,20.6,22.8,24.9,22.8,25.7,2.7,5.9,1.6,10.4,20.4,7.1,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,76.65,84.7,67.38,175,152,100,100,3.6,25.9,24,29,18,19,49.8,55.9,39.2,35.6,4.9,29.1,100,100,100.1,100,100,100,30.7,49.3,Not available,Not available,Not available,369505,144130,225375,83.04596690166575,306859,61.439672517865816,88553,96.86344980587909,218306,0.40080648435068544,1481,0.9227780475959204,1330,0.06699944536882972,151,0.30473200633279657,1126,0.4072712134878235,587,0.2391569606211869,539,Not available,Not available,Not available,369505,144130,225375,48.158752926212095,177949,13.106917366266565,18891,70.57481974486967,159058,31.443958809759003,116187,2.225074585443697,3207,50.1297836938436,112980,4.673549748988512,17269,2.030111704711025,2926,6.36405990016639,14343,4.3,1.76,5.92,57.56,49.93,62.73,4.27,0.29,6.82
Madhya Pradesh.xlsx,20.Harda,935,933,940,Not available,Not available,Not available,Not available,Not available,Not available,65.6,62.3,79.3,65,61.6,78.9,27.1,29.3,17.7,78.9,75.3,94.5,42.6,41.2,70.6,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.1,20.9,21.8,20.4,23.4,26.1,3.1,2.9,3.5,7.8,9,3.4,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,72.5,81.14,63.27,115.7,103.7,94.3,72.8,11.5,16.16,30,41,21,26,49.8,52.9,31.8,31.8,8.8,43,83.9,81.6,98.7,100,99.5,98.6,13.6,23.6,Not available,Not available,Not available,110981,88422,22559,85.659707517503,95066,83.28809572278392,73645,94.95545015293231,21421,0.14056460114794422,156,0.15833163692293772,140,0.07092512966000265,16,0.20994584658635262,233,0.2488068580217593,220,0.05762666784875216,13,Not available,Not available,Not available,110981,88422,22559,34.58069399266541,38378,28.137793761733505,24880,59.83421250941975,13498,8.736630594426073,9696,3.6246635452715386,3205,28.77343853894233,6491,4.252980239860877,4720,2.144262740042071,1896,12.518285384990469,2824,2.08,1.73,3.48,52.74,48.45,69.53,0.89,0.47,2.54
Madhya Pradesh.xlsx,21.Hoshangabad,914,913,915,Not available,Not available,Not available,Not available,Not available,Not available,60,57.9,64,59.6,57.9,62.7,30.3,31.5,28.1,92.1,90,96.7,48.4,48.8,45.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.5,20.9,22.5,25,24.4,26.1,2.7,3.4,1.5,4.2,4.8,2.9,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,75.29,83.25,66.45,112.2,109.1,87.5,76.8,16.1,9.27,23,28,20,26,50.8,54.3,39.7,37.9,6.1,38,98.7,77.7,98.9,79.9,99.3,99.3,10.2,19.1,Not available,Not available,Not available,252562,174226,78336,78.42668334903905,198076,71.19373687050154,124038,94.51337826797386,74038,0.2830988034621202,715,0.37078277639387924,646,0.08808210784313726,69,0.1674836277824851,423,0.18481742105081905,322,0.12893178104575162,101,Not available,Not available,Not available,252562,174226,78336,43.09674456173138,108846,31.856898511129224,55503,68.09512867647058,53343,10.533651143085658,26604,4.371333784854155,7616,24.239174836601308,18988,5.384816401517251,13600,1.1565437994329206,2015,14.86545138888889,11645,2.15,1.74,3.07,49.68,42.57,65.47,1.14,0.3,3
Madhya Pradesh.xlsx,22.Indore,928,944,922,Not available,Not available,Not available,Not available,Not available,Not available,66.3,72.1,64.6,64.6,71,62.7,19.1,14.7,20.4,94.5,96.7,93.7,61.9,52.1,63.8,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.2,20.2,22.9,25.3,22.6,26.1,3.8,8.8,2.2,9.1,25.3,4.7,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,80.87,87.25,74.02,128.2,123,100,100,Not available,11.76,26,22,20,20,52,56.2,52.7,52.4,5.7,11.5,98.4,96.5,95.1,95,93.8,93.8,24.2,29.4,Not available,Not available,Not available,615334,153259,462075,96.46403416681022,593576,91.43541325468651,140133,98.13190499377806,453443,0.13342347408074315,821,0.19052714685597583,292,0.11448357950549154,529,0.24669529068765905,1518,0.2179317364722463,334,0.25623545961153493,1184,Not available,Not available,Not available,615334,153259,462075,49.09935092161331,302125,19.925094121715528,30537,58.77573986906888,271588,33.25933558035148,204656,6.157550290684397,9437,42.24833630904074,195219,1.9134323798132395,11774,1.4772378783627715,2264,2.058107450089271,9510,5.76,3.07,6.66,62.15,57.47,63.7,7.91,1.12,10.17
Madhya Pradesh.xlsx,23.Jabalpur,929,942,919,Not available,Not available,Not available,Not available,Not available,Not available,65.6,68.7,63.5,60.6,62.6,59.4,23.1,21.9,23.9,80.4,81.1,79.9,31.6,23.8,40.2,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.2,21.2,22.9,25.6,23.8,27,2.9,5.2,1.5,6.2,11.9,2.4,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,81.07,87.29,74.37,103,89.2,85.2,66.2,10.8,11.28,25,37,22,28,49.8,52.6,56.3,56,5.1,28.1,100,100,99.9,100,99.8,100,20,30.8,Not available,Not available,Not available,515029,236023,279006,87.76651411862245,452023,79.22278760968211,186984,94.99401446563873,265039,0.10213017131074172,526,0.11736144358812488,277,0.08924539257220275,249,0.2446464179686969,1260,0.19913313533003138,470,0.2831480326587959,790,Not available,Not available,Not available,515029,236023,279006,36.39445545784801,187442,13.198289997161295,31151,56.01707490161502,156291,22.10438635494312,113844,3.1742669146650964,7492,38.11817667003577,106352,2.6113092660801627,13449,2.0290395427564265,4789,3.1038759023103446,8660,3.88,1.51,5.88,43.74,27.79,57.24,3.97,0.34,7.04
Madhya Pradesh.xlsx,24.Jhabua,990,996,934,Not available,Not available,Not available,Not available,Not available,Not available,52,50.8,62.3,51.3,50.1,61.3,29.1,29.8,23.2,79.3,77.8,94.5,51.5,51.5,50,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,19.4,19.2,21.2,20.7,20.4,23.5,25.6,28,3.4,55.3,58.5,28.3,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,43.3,52.85,33.77,129.7,73.9,100,49.9,6.1,4.29,44,31,30,26,47.4,47.2,31.5,29.9,6.8,36.7,78.3,82.8,76.8,69.5,93.9,92.5,7.3,19.7,Not available,Not available,Not available,207621,190362,17259,60.40381271644005,125411,57.26090291129532,109003,95.06923923749927,16408,0.0659856180251516,137,0.07091751505027265,135,0.011588156903644476,2,0.3111438630967002,646,0.31991679011567437,609,0.21438090271742283,37,Not available,Not available,Not available,207621,190362,17259,9.367549525337033,19449,4.670575009718326,8891,61.17388029433919,10558,5.176740310469557,10748,0.8662443134659229,1649,52.72031983313054,9099,1.152099257782209,2392,1.192464882697177,2270,0.706877571122313,122,0.7,0.44,3.63,26.98,23.4,66.38,0.36,0.1,3.24
Madhya Pradesh.xlsx,25.Katni,952,958,926,Not available,Not available,Not available,Not available,Not available,Not available,68.3,67.3,70.8,54.8,53.7,57.6,19.3,20.1,17,79.6,77.8,85.8,35.7,32.8,61.5,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.1,20.4,22.6,24,23.2,25.9,7,8.5,4.3,12.9,17.3,4,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.98,81.92,61.56,106.6,98.3,85.8,73,10.2,11.29,28,52,26,35,49,52.3,34,36.6,3.5,36.8,100,98.9,100.3,98.9,92.8,90.2,8.9,25.6,Not available,Not available,Not available,289026,234239,54787,59.6541487617031,172416,52.54590396987692,123083,90.04508368773614,49333,0.12317230975759967,356,0.13746643385601887,322,0.06205851753153121,34,0.1830285164656467,529,0.11526688553144437,270,0.4727398835490171,259,Not available,Not available,Not available,289026,234239,54787,19.078560406330226,55142,9.386566711777288,21987,60.51618084582109,33155,6.628123421422294,19157,1.5710449583545012,3680,28.249402230456127,15477,2.5966522042999594,7505,1.3763719961236174,3224,7.813897457426032,4281,1.58,1.19,3.24,31.59,24.58,61.57,0.75,0.2,3.13
Madhya Pradesh.xlsx,26.Khandwa(EN),943,941,949,Not available,Not available,Not available,Not available,Not available,Not available,67.2,69,62,65,66.4,60.8,16.2,14.5,21.2,74.9,70.6,89.5,41.1,38.9,62.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.4,20.9,22.8,24.2,23.4,26.6,4.5,5.5,1.5,11.9,14.9,3.5,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,66.39,76.29,55.92,107.1,86.7,87.7,59.9,6,6.21,34,50,28,36,49.2,51.9,49.3,38,11.9,48.1,90.2,82.7,88.9,93,86.1,80.8,10.2,12.2,Not available,Not available,Not available,265657,216711,48946,76.30516041361605,202710,72.4213353267716,156945,93.50100110325666,45765,0.09071848285571243,241,0.0973646930704948,211,0.06129203612143995,30,0.49650489164599465,1319,0.5463497468979425,1184,0.2758141625464798,135,Not available,Not available,Not available,265657,216711,48946,22.949141185814792,60966,15.986267425280673,34644,53.77763249295141,26322,14.220969144423071,37779,6.956268948046016,15075,46.385812936705754,22704,4.513715053621775,11991,4.852084112020156,10515,3.0155681771748455,1476,1.7,1.15,4.16,33.66,28.07,58.37,0.72,0.18,3.08
Madhya Pradesh.xlsx,27.KHARGONE(WN),965,969,944,Not available,Not available,Not available,Not available,Not available,Not available,68,68.4,66.1,66.5,66.9,64.3,16.8,16.7,17.3,82.8,81.4,91.2,41,40,53.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.8,20.6,22,23.2,22.8,25,7.9,9,1.9,18.5,21.2,5,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,62.7,72.08,53.03,106.1,86,87.9,61.4,5.8,8.96,29,43,19,25,50.4,53.9,33.4,27.4,6.6,33.7,95.3,97,92.9,92.6,96,98.7,13.7,27.2,Not available,Not available,Not available,366578,309603,56975,83.00852751665403,304291,80.89391898657313,250450,94.49934181658622,53841,0.0984783593123428,361,0.10174320016278912,315,0.08073716542343133,46,0.3527216581464245,1293,0.3630455777237301,1124,0.2966213251426064,169,Not available,Not available,Not available,366578,309603,56975,30.0735450572593,110243,24.639296130851445,76284,59.603334795963136,33959,16.427608858142058,60220,10.40752189093775,32222,49.14085125054849,27998,11.215894025282477,41115,12.343226648320591,38215,5.089951733216323,2900,1.69,1.39,3.3,36.21,31.39,62.36,0.59,0.25,2.43
Madhya Pradesh.xlsx,28.Mandla,1008,1014,969,Not available,Not available,Not available,Not available,Not available,Not available,62.4,62,65.8,61.5,61.1,65.2,23.6,23.7,22.9,64.8,61.7,95.1,36.5,36.6,26.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.7,20.4,22.6,23.4,22.9,27.6,7.2,7.9,2.8,19.1,21.3,3.7,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,66.87,77.52,56.39,106.4,108.7,91.6,75.6,2.8,5.89,25,34,17,27,48.8,51.1,37,37.7,3.7,31.6,89.6,80.1,75.2,74.5,93.9,93.3,7.9,24.4,Not available,Not available,Not available,249187,220889,28298,57.70886924277752,143803,53.63825269705599,118481,89.48335571418475,25322,0.597543210520613,1489,0.6605127462209527,1459,0.10601455933281505,30,0.07062968774454526,176,0.0660965462291015,146,0.10601455933281505,30,Not available,Not available,Not available,249187,220889,28298,12.291170887726889,30628,7.064634273322801,15605,53.08855749522935,15023,5.661611560795707,14108,2.105582441859939,4651,33.419322920347724,9457,1.8054713929699384,4499,1.7900393410264885,3954,1.9259311612128065,545,1.38,1.16,3.12,17.95,13.37,53.69,0.37,0.13,2.2
Madhya Pradesh.xlsx,29.Mandsaur,963,965,957,Not available,Not available,Not available,Not available,Not available,Not available,61.1,60.7,62.5,58.3,57.8,59.8,21.5,21.4,21.9,90.2,89.1,93.8,63.4,65,53.8,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.1,19.6,21.3,21.9,21.2,23.8,16.1,20.7,3.7,29.2,36.7,9.7,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.78,85.14,57.98,106.9,95.9,87.8,70.4,3,5.35,22,35,17,26,53.2,53.7,33.9,23.3,6.8,36.1,100,97.7,98.8,97.7,96.5,95.6,15.4,29.4,Not available,Not available,Not available,284411,229006,55405,84.34448737918014,239885,81.46686113027606,186564,96.2386066239509,53321,0.09739426393493922,277,0.10523741736024385,241,0.06497608519086726,36,0.27565741128156085,784,0.3122188938281093,715,0.1245374966158289,69,Not available,Not available,Not available,284411,229006,55405,24.45193751296539,69544,16.353283320087684,37450,57.92617994765815,32094,13.46642710724972,38300,6.900255888492005,15802,40.606443461781424,22498,7.317227533393575,20811,7.421639607695868,16996,8.670697590470173,4804,3.13,2.96,3.85,51.12,48.23,63.04,0.82,0.29,3
Madhya Pradesh.xlsx,30.Morena,840,834,858,Not available,Not available,Not available,Not available,Not available,Not available,51.9,51.3,53.2,47.1,48.5,43.9,30.4,28.4,34.6,92.5,91.6,94.8,38.7,38.9,37.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.2,19.7,21.4,22.6,22,23.9,13.3,16,7.3,29.2,34.7,18.3,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.03,82.93,56.9,131.9,104.1,100,92.9,18.9,11.28,37,44,23,27,47.3,50.2,21.2,21,12.3,33,100,99.9,100.6,99.8,96.4,92.6,14,23.6,Not available,Not available,Not available,362309,286015,76294,36.29112166686447,131486,22.17366222051291,63420,89.21540357039872,68066,0.21362980218542738,774,0.24753946471338917,708,0.08650745799145411,66,0.30333223850359775,1099,0.26606996136566263,761,0.44302304244108315,338,Not available,Not available,Not available,362309,286015,76294,20.085065510379263,72770,7.821967379333252,22372,66.45083492804153,50698,5.993502783535601,21715,0.8412146216107548,2406,25.308674338742232,19309,4.227330814304916,15316,0.3405415799870636,974,18.798332765355074,14342,1.76,1.34,3.32,51.13,46.61,68.04,0.49,0.16,1.73
